,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TrainingTimesLastYear
1714,53,Travel_Rarely,802,Human Resources,1,2,63,10080,8064,Manufacturing Director,14,Technical Degree,1,56-4682588,3,M,1,3,2,3,7,No,12,1,20,1,19,1,12,1,0,2
1715,24,Travel_Rarely,895,Sales,32,2,106,16960,13568,Sales Executive,18,Medical,1,88-0939410,2,F,2,3,3,1,3,No,11,1,20,4,19,1,5,2,0,6
1716,58,Non-Travel,1421,Human Resources,27,2,88,14080,11264,Research Scientist,18,Life Sciences,1,15-1668091,3,M,1,3,2,3,8,No,13,1,26,2,29,6,5,2,0,1
1717,43,Non-Travel,193,Sales,31,5,100,16000,12800,Manufacturing Director,16,Other,1,24-5811041,4,M,1,3,3,3,1,No,21,2,2,4,31,10,2,0,0,5
1718,18,Travel_Frequently,610,Research & Development,20,1,97,15520,12416,Sales Representative,14,Sales,1,08-2175600,3,M,4,3,1,3,4,No,17,0,2,3,1,12,3,17,0,4
1719,38,Non-Travel,1315,Human Resources,22,1,86,13760,11008,Sales Representative,16,Other,1,94-5167962,1,F,1,3,3,1,0,No,23,0,3,4,7,10,1,9,0,4
1720,25,Travel_Rarely,1365,Human Resources,7,4,65,10400,8320,Manufacturing Director,14,Sales,1,88-0237248,3,M,1,3,3,3,6,No,24,3,0,1,36,15,2,12,0,1
1721,28,Non-Travel,628,Human Resources,49,5,73,11680,9344,Research Director,16,Medical,1,69-4574707,1,M,3,3,1,1,3,No,25,2,33,4,8,8,3,0,1,6
1722,39,Travel_Rarely,613,Research & Development,36,5,94,15040,12032,Sales Executive,16,Life Sciences,1,75-5993599,1,F,2,3,3,3,3,No,25,3,37,3,6,17,3,4,0,0
1723,26,Travel_Frequently,573,Human Resources,29,1,85,13600,10880,Sales Representative,16,Life Sciences,1,81-4783764,4,M,2,3,3,3,4,No,17,1,21,2,15,10,0,5,0,0
1724,44,Non-Travel,1436,Sales,2,2,136,21760,17408,Sales Executive,18,Technical Degree,1,47-7360753,2,M,2,3,2,3,4,No,16,1,5,3,12,13,8,10,0,5
1725,51,Travel_Rarely,1359,Human Resources,2,4,97,15520,12416,Healthcare Representative,14,Life Sciences,1,73-9231107,2,F,1,3,2,2,1,No,21,3,32,3,37,20,14,9,1,0
1726,31,Travel_Rarely,456,Human Resources,18,2,109,17440,13952,Research Director,16,Sales,1,35-3148185,3,F,4,3,3,4,8,No,12,1,10,3,36,18,11,17,1,2
1727,25,Non-Travel,1315,Sales,36,3,119,19040,15232,Sales Executive,18,Medical,1,31-5604481,1,M,4,3,3,3,3,No,16,2,28,2,14,12,4,2,0,3
1728,41,Travel_Frequently,134,Research & Development,38,4,93,14880,11904,Manager,14,Sales,1,23-5610008,3,F,1,3,1,2,6,No,21,2,33,1,31,6,15,9,1,4
1729,39,Non-Travel,527,Human Resources,42,1,30,4800,3840,Sales Representative,14,Sales,1,38-9239454,4,F,2,3,3,2,6,No,15,1,26,2,10,9,15,3,1,0
1730,44,Travel_Rarely,493,Research & Development,18,2,96,15360,12288,Research Director,16,Medical,1,78-1293074,3,M,4,3,2,1,3,No,18,1,12,3,28,12,1,7,1,0
1731,55,Travel_Rarely,511,Human Resources,22,1,123,19680,15744,Sales Representative,16,Human Resources,1,07-6458424,2,F,3,3,4,3,4,No,15,1,16,1,35,15,1,6,1,2
1732,50,Non-Travel,700,Sales,3,4,82,13120,10496,Research Scientist,20,Other,1,83-5471656,4,F,3,3,3,4,2,No,17,2,24,1,21,2,2,10,1,4
1733,46,Travel_Frequently,1131,Human Resources,9,4,41,6560,5248,Laboratory Technician,16,Other,1,53-2335776,1,F,1,3,2,4,6,No,22,2,15,4,27,16,9,16,1,4
1734,56,Travel_Rarely,570,Research & Development,27,3,118,18880,15104,Manager,16,Life Sciences,1,97-6977546,3,F,2,3,2,3,2,No,15,2,9,4,35,9,7,17,0,1
1735,24,Non-Travel,1286,Sales,40,1,89,14240,11392,Laboratory Technician,16,Other,1,98-8946280,1,M,4,3,2,4,0,No,22,0,11,4,38,4,8,13,0,2
1736,38,Non-Travel,421,Human Resources,6,1,81,12960,10368,Human Resources,16,Life Sciences,1,45-9994159,4,F,1,3,1,2,4,No,25,0,34,1,3,5,3,5,1,5
1737,44,Non-Travel,183,Human Resources,3,2,142,22720,18176,Sales Executive,14,Medical,1,07-7769016,3,F,1,3,3,4,3,No,10,1,26,3,11,4,8,12,0,5
1738,56,Travel_Frequently,1105,Sales,11,4,91,14560,11648,Human Resources,14,Other,1,19-9723230,2,M,3,3,4,4,8,No,15,2,24,3,32,18,5,15,0,2
1739,33,Travel_Rarely,657,Research & Development,36,5,88,14080,11264,Research Scientist,16,Other,1,61-0383309,4,M,4,3,1,4,4,No,18,3,38,2,7,14,14,8,0,4
1740,52,Travel_Rarely,831,Sales,27,4,55,8800,7040,Manager,18,Medical,1,44-6735310,1,F,3,3,3,2,6,No,12,3,16,4,40,9,2,9,0,2
1741,43,Travel_Frequently,358,Human Resources,18,5,135,21600,17280,Manufacturing Director,16,Sales,1,48-8115915,2,M,3,3,2,3,0,No,14,3,30,1,25,14,13,14,0,5
1742,39,Travel_Frequently,1076,Research & Development,36,5,83,13280,10624,Manufacturing Director,16,Medical,1,74-2082410,4,M,2,3,3,1,4,No,13,2,5,4,24,9,6,7,0,5
1743,57,Non-Travel,996,Sales,43,3,133,21280,17024,Manufacturing Director,16,Technical Degree,1,59-4765717,4,M,3,3,4,1,5,No,11,2,15,1,22,19,0,0,1,1
1744,48,Travel_Frequently,1483,Human Resources,30,5,63,10080,8064,Manufacturing Director,16,Technical Degree,1,72-0084584,1,M,1,3,2,3,8,No,21,2,35,2,8,2,14,2,0,5
1745,48,Travel_Frequently,1051,Sales,42,1,80,12800,10240,Laboratory Technician,16,Technical Degree,1,17-9367380,4,M,2,3,4,3,6,No,15,1,34,3,36,14,8,17,1,0
1746,20,Travel_Frequently,602,Sales,40,4,90,14400,11520,Sales Executive,16,Human Resources,1,28-8538771,3,M,3,3,3,1,3,No,21,3,21,3,25,8,0,6,1,2
1747,30,Non-Travel,703,Research & Development,17,2,57,9120,7296,Healthcare Representative,16,Human Resources,1,64-3569654,2,M,3,3,2,4,0,No,14,0,23,1,4,2,5,1,0,4
1748,46,Travel_Frequently,786,Sales,39,4,55,8800,7040,Manufacturing Director,16,Technical Degree,1,18-0146529,3,M,3,3,2,2,7,No,14,2,14,1,24,7,8,8,1,4
1749,32,Travel_Rarely,378,Human Resources,34,3,40,6400,5120,Laboratory Technician,16,Technical Degree,1,67-6896800,1,F,2,3,4,2,6,No,19,1,24,2,9,13,8,1,1,5
1750,18,Travel_Frequently,343,Research & Development,8,2,140,22400,17920,Manufacturing Director,16,Life Sciences,1,36-6803118,4,F,2,3,4,2,4,No,24,1,3,2,23,19,3,11,1,0
1751,18,Non-Travel,1296,Research & Development,44,5,50,8000,6400,Research Director,18,Technical Degree,1,16-7429173,2,M,4,3,2,1,6,No,17,3,9,4,33,3,2,15,1,6
1752,31,Travel_Frequently,626,Human Resources,3,4,101,16160,12928,Manager,16,Human Resources,1,98-4274556,4,F,1,3,2,1,7,No,19,2,40,2,8,2,7,12,1,0
1753,48,Non-Travel,1389,Research & Development,11,5,91,14560,11648,Sales Executive,16,Sales,1,14-8016833,4,F,4,3,3,4,8,No,15,2,28,3,19,10,7,13,0,1
1754,20,Travel_Frequently,539,Human Resources,11,3,44,7040,5632,Healthcare Representative,16,Life Sciences,1,01-6251539,4,F,2,3,2,2,8,No,22,1,37,3,34,16,1,10,1,5
1755,34,Non-Travel,347,Human Resources,12,5,81,12960,10368,Human Resources,14,Human Resources,1,36-9629508,4,F,4,3,4,3,5,No,25,2,14,4,6,5,4,8,0,2
1756,20,Non-Travel,1091,Sales,39,2,54,8640,6912,Manufacturing Director,16,Life Sciences,1,70-1978283,1,M,3,3,2,3,8,No,11,1,5,3,21,11,14,3,0,1
1757,37,Travel_Frequently,1042,Research & Development,40,4,32,5120,4096,Laboratory Technician,16,Sales,1,72-3967922,3,M,4,3,2,4,5,No,22,2,7,4,5,20,9,2,1,0
1758,40,Travel_Rarely,301,Sales,49,1,43,6880,5504,Laboratory Technician,16,Other,1,17-5265198,1,F,2,3,4,1,6,No,13,0,5,3,34,2,9,17,1,6
1759,44,Non-Travel,448,Sales,14,5,143,22880,18304,Research Director,20,Sales,1,78-3205995,1,M,2,3,3,2,1,No,12,2,1,4,2,15,3,1,1,4
1760,35,Travel_Rarely,111,Research & Development,45,2,80,12800,10240,Manager,14,Other,1,28-7177325,1,F,2,3,3,3,0,No,17,0,9,1,25,15,10,5,1,5
1761,32,Travel_Rarely,631,Research & Development,15,4,127,20320,16256,Research Director,20,Medical,1,31-7054892,3,M,2,3,3,1,6,No,22,3,38,4,0,15,2,6,0,2
1762,21,Travel_Rarely,1148,Human Resources,27,4,83,13280,10624,Manager,16,Human Resources,1,84-4483778,3,F,4,3,3,1,7,No,12,2,31,4,18,17,10,8,0,3
1763,19,Travel_Frequently,859,Human Resources,38,3,88,14080,11264,Human Resources,14,Sales,1,43-7957107,3,F,3,3,3,2,3,No,25,2,23,4,4,16,13,13,0,0
1764,30,Travel_Frequently,603,Human Resources,25,1,44,7040,5632,Sales Representative,14,Life Sciences,1,03-9809145,1,F,1,3,2,1,5,No,20,0,26,3,14,5,9,15,0,0
1765,46,Travel_Rarely,843,Human Resources,28,5,136,21760,17408,Manufacturing Director,14,Technical Degree,1,39-6716047,3,M,4,3,3,1,4,No,22,3,3,3,15,14,14,16,1,2
1766,20,Non-Travel,371,Sales,9,5,87,13920,11136,Manufacturing Director,14,Life Sciences,1,90-9096388,4,M,2,3,2,4,1,No,24,3,18,4,3,7,5,0,0,5
1767,38,Non-Travel,715,Research & Development,16,3,149,23840,19072,Research Scientist,18,Medical,1,85-5101007,3,F,1,3,4,1,4,No,14,1,32,2,36,15,3,13,1,1
1768,44,Non-Travel,1178,Human Resources,4,1,82,13120,10496,Laboratory Technician,16,Human Resources,1,10-4898716,2,M,3,3,4,2,3,No,13,1,30,2,19,4,11,12,0,4
1769,56,Travel_Rarely,483,Sales,42,3,121,19360,15488,Manager,14,Other,1,78-8699503,3,F,1,3,4,1,7,No,14,1,1,1,19,11,11,3,0,1
1770,46,Non-Travel,672,Research & Development,5,1,72,11520,9216,Healthcare Representative,16,Human Resources,1,66-2218774,2,F,4,3,2,3,3,No,20,1,24,1,26,6,10,0,0,2
1771,46,Non-Travel,502,Sales,20,1,117,18720,14976,Human Resources,14,Technical Degree,1,75-5332711,4,F,2,3,4,2,3,No,13,1,32,2,10,14,8,17,1,5
1772,48,Non-Travel,1488,Research & Development,38,5,30,4800,3840,Research Director,16,Other,1,48-0614759,4,F,3,3,1,2,3,No,23,2,33,2,9,0,2,10,1,1
1773,40,Travel_Frequently,961,Sales,34,1,98,15680,12544,Laboratory Technician,18,Technical Degree,1,42-3553227,1,M,1,3,1,2,1,No,11,0,9,3,12,3,8,5,0,6
1774,35,Non-Travel,1090,Human Resources,27,1,92,14720,11776,Laboratory Technician,14,Sales,1,15-1124728,3,F,3,3,1,3,6,No,16,0,2,2,33,7,13,14,0,1
1775,32,Travel_Frequently,429,Human Resources,25,4,68,10880,8704,Research Scientist,18,Human Resources,1,47-7861863,1,F,1,3,1,3,6,No,10,2,17,2,5,4,12,5,0,2
1776,30,Non-Travel,536,Sales,44,1,98,15680,12544,Sales Representative,18,Other,1,36-5784520,2,F,3,3,2,4,0,No,20,1,31,4,22,14,15,16,1,1
1777,44,Travel_Frequently,334,Human Resources,5,5,42,6720,5376,Research Director,20,Life Sciences,1,10-0635735,3,F,2,3,3,2,8,No,12,3,27,4,21,19,8,5,0,4
1778,44,Non-Travel,902,Research & Development,18,3,52,8320,6656,Manager,18,Medical,1,84-9896530,1,F,3,3,4,2,3,No,14,2,21,2,32,0,1,9,0,3
1779,41,Travel_Frequently,697,Human Resources,43,5,83,13280,10624,Manufacturing Director,14,Human Resources,1,92-0143519,4,F,4,3,3,4,0,No,24,3,9,1,9,16,6,12,0,0
1780,24,Travel_Rarely,510,Sales,2,3,48,7680,6144,Laboratory Technician,14,Technical Degree,1,76-1175509,3,F,1,3,4,4,5,No,12,1,16,1,18,0,7,0,1,2
1781,21,Travel_Frequently,494,Sales,45,3,103,16480,13184,Sales Executive,18,Sales,1,85-4676013,4,F,2,3,4,3,1,No,24,2,20,2,21,2,14,2,0,4
1782,60,Travel_Frequently,1016,Sales,38,5,110,17600,14080,Sales Executive,14,Other,1,90-4560383,2,M,3,3,1,4,8,No,14,2,6,2,21,17,1,0,0,0
1783,56,Travel_Frequently,428,Research & Development,34,1,51,8160,6528,Human Resources,12,Sales,1,96-0325430,1,M,4,3,3,4,2,No,17,1,39,2,13,5,3,10,1,6
1784,26,Non-Travel,763,Research & Development,26,5,72,11520,9216,Human Resources,14,Technical Degree,1,29-6930337,4,M,1,3,4,4,6,No,18,3,22,4,25,14,13,15,1,1
1785,26,Non-Travel,1147,Human Resources,35,3,100,16000,12800,Sales Executive,16,Other,1,58-8213435,4,F,3,3,2,4,5,No,15,2,25,2,15,13,2,7,0,5
1786,60,Travel_Frequently,651,Sales,44,5,71,11360,9088,Manufacturing Director,16,Human Resources,1,36-7442745,1,F,3,3,3,2,3,No,14,3,30,4,20,8,13,6,0,4
1787,59,Travel_Rarely,822,Research & Development,32,1,144,23040,18432,Healthcare Representative,12,Technical Degree,1,14-8109939,1,M,3,3,1,4,2,No,23,1,20,2,19,11,15,6,1,2
1788,60,Non-Travel,294,Research & Development,40,3,58,9280,7424,Laboratory Technician,16,Medical,1,16-1529207,3,F,4,3,3,3,4,No,15,2,33,3,19,10,3,16,0,6
1789,28,Non-Travel,487,Research & Development,7,1,62,9920,7936,Sales Representative,16,Medical,1,58-5888535,3,F,3,3,1,2,6,No,21,0,26,1,22,2,2,3,1,1
1790,21,Non-Travel,251,Sales,3,5,95,15200,12160,Human Resources,14,Technical Degree,1,66-1375229,4,M,2,3,3,4,5,No,10,3,7,4,10,8,7,13,1,5
1791,47,Travel_Rarely,477,Sales,37,4,69,11040,8832,Research Director,20,Sales,1,71-4265714,3,F,4,3,1,1,1,No,12,3,2,2,13,3,12,10,1,0
1792,35,Travel_Frequently,1268,Human Resources,15,3,44,7040,5632,Healthcare Representative,12,Sales,1,16-5155004,3,F,2,3,4,3,6,No,17,2,33,4,37,7,14,1,1,4
1793,19,Travel_Frequently,1201,Research & Development,26,2,38,6080,4864,Laboratory Technician,14,Life Sciences,1,13-3997343,1,M,1,3,1,1,6,No,12,0,38,1,2,8,3,14,1,2
1794,21,Non-Travel,596,Sales,19,3,77,12320,9856,Manager,16,Technical Degree,1,21-9728858,4,F,3,3,4,2,6,No,10,2,16,4,26,12,4,9,1,5
1795,45,Travel_Rarely,329,Sales,49,2,123,19680,15744,Research Director,20,Other,1,49-1199735,2,M,1,3,3,4,7,No,24,1,10,3,18,17,14,13,0,6
1796,42,Travel_Frequently,399,Sales,18,2,133,21280,17024,Research Director,18,Other,1,43-8406744,4,M,4,3,2,2,0,No,12,1,4,4,28,7,4,12,0,1
1797,23,Travel_Rarely,1413,Research & Development,29,1,81,12960,10368,Laboratory Technician,16,Medical,1,91-1067405,2,F,1,3,4,1,7,No,11,0,33,3,14,7,0,16,0,3
1798,40,Travel_Frequently,1301,Research & Development,37,2,95,15200,12160,Healthcare Representative,12,Life Sciences,1,68-1877223,3,F,1,3,2,3,0,No,12,0,17,3,2,19,4,6,0,4
1799,23,Non-Travel,765,Sales,18,1,51,8160,6528,Sales Representative,12,Sales,1,81-2702358,3,M,2,3,2,3,7,No,12,0,10,4,24,9,6,13,0,5
1800,46,Non-Travel,1306,Human Resources,29,1,115,18400,14720,Sales Representative,18,Medical,1,53-7386947,3,M,3,3,4,4,4,No,19,0,29,1,33,16,9,13,0,0
1801,51,Travel_Rarely,1069,Sales,21,3,65,10400,8320,Laboratory Technician,16,Other,1,90-0200184,3,M,2,3,4,2,1,No,12,1,4,1,23,13,4,0,0,3
1802,53,Non-Travel,854,Sales,37,5,150,24000,19200,Manufacturing Director,16,Other,1,38-2999190,2,M,3,3,4,2,3,No,16,3,27,3,32,11,10,17,1,2
1803,26,Travel_Frequently,964,Research & Development,50,5,74,11840,9472,Sales Executive,14,Technical Degree,1,35-0098200,1,M,2,3,1,2,7,No,10,2,11,3,28,19,13,10,0,5
1804,57,Non-Travel,1189,Research & Development,2,1,77,12320,9856,Sales Representative,14,Medical,1,56-8359778,1,M,3,3,1,2,7,No,24,0,8,2,9,18,11,5,1,6
1805,40,Travel_Rarely,368,Research & Development,12,3,127,20320,16256,Sales Executive,14,Sales,1,72-8028306,4,F,4,3,3,1,7,No,20,1,5,2,0,13,7,1,1,1
1806,36,Travel_Frequently,680,Research & Development,16,4,86,13760,11008,Manager,18,Human Resources,1,74-6621412,2,M,4,3,1,2,0,No,23,3,13,3,31,18,12,5,1,2
1807,40,Travel_Frequently,1273,Sales,18,5,58,9280,7424,Research Director,20,Human Resources,1,89-0207992,2,F,4,3,2,3,2,No,17,2,5,1,29,13,6,11,0,2
1808,60,Non-Travel,433,Human Resources,43,3,113,18080,14464,Manufacturing Director,16,Human Resources,1,34-1920073,4,F,2,3,3,3,5,No,12,2,7,2,39,16,2,4,0,0
1809,54,Travel_Rarely,158,Sales,34,2,132,21120,16896,Sales Executive,14,Other,1,03-8234151,2,F,4,3,2,3,7,No,22,1,33,3,30,16,14,0,1,2
1810,29,Travel_Rarely,259,Research & Development,12,1,50,8000,6400,Human Resources,14,Life Sciences,1,94-8653220,4,F,2,3,4,3,8,No,12,0,24,1,12,11,14,9,1,5
1811,37,Non-Travel,1243,Human Resources,22,3,119,19040,15232,Research Director,20,Human Resources,1,84-2335660,2,M,4,3,2,4,3,No,14,2,16,1,30,13,10,17,0,6
1812,20,Non-Travel,462,Sales,48,4,82,13120,10496,Research Director,18,Human Resources,1,14-0510918,1,F,1,3,4,1,8,No,13,2,33,2,23,20,6,0,0,0
1813,18,Non-Travel,686,Human Resources,13,5,142,22720,18176,Research Director,16,Medical,1,87-8805125,4,M,2,3,2,3,5,No,13,2,37,2,5,16,2,6,0,4
1814,48,Travel_Rarely,1318,Human Resources,32,3,89,14240,11392,Sales Executive,16,Technical Degree,1,35-9905817,1,M,4,3,1,1,4,No,11,1,26,4,39,9,5,14,1,4
1815,54,Travel_Frequently,1367,Sales,20,1,75,12000,9600,Human Resources,16,Life Sciences,1,65-7408492,3,F,1,3,3,4,4,No,16,0,7,3,0,7,1,15,0,4
1816,52,Non-Travel,1150,Human Resources,1,3,142,22720,18176,Manager,14,Sales,1,27-9217916,2,F,2,3,1,1,7,No,24,2,17,1,10,1,7,7,1,3
1817,38,Travel_Rarely,407,Research & Development,27,1,40,6400,5120,Sales Representative,14,Medical,1,61-0982403,4,M,2,3,1,3,2,No,17,1,13,3,10,5,4,13,0,5
1818,19,Travel_Rarely,1291,Sales,1,3,80,12800,10240,Manager,18,Medical,1,53-8863883,2,F,4,3,4,3,2,No,25,2,13,2,37,15,7,10,0,2
1819,31,Travel_Frequently,289,Research & Development,5,2,77,12320,9856,Healthcare Representative,12,Medical,1,31-6714210,2,F,4,3,2,2,0,No,23,1,22,1,10,7,10,13,1,4
1820,45,Non-Travel,1437,Research & Development,33,1,133,21280,17024,Human Resources,16,Medical,1,00-7427935,4,M,4,3,4,1,3,No,17,0,27,2,30,17,9,10,1,0
1821,31,Travel_Rarely,248,Human Resources,50,5,41,6560,5248,Manufacturing Director,14,Other,1,67-4901773,1,M,2,3,1,3,1,No,25,3,2,4,3,15,2,16,1,0
1822,20,Travel_Rarely,1035,Human Resources,38,4,34,5440,4352,Sales Representative,18,Life Sciences,1,19-0889565,4,M,4,3,1,3,5,No,23,3,3,2,13,19,0,8,0,3
1823,23,Travel_Frequently,1321,Research & Development,29,4,55,8800,7040,Human Resources,12,Technical Degree,1,12-0645833,1,M,1,3,2,1,0,No,10,3,29,1,37,7,1,15,1,1
1824,36,Travel_Rarely,936,Research & Development,35,1,90,14400,11520,Laboratory Technician,16,Technical Degree,1,92-0598959,4,F,4,3,1,3,0,No,23,0,8,4,36,19,11,16,0,3
1825,54,Travel_Frequently,260,Human Resources,18,2,59,9440,7552,Research Director,16,Life Sciences,1,97-7739541,2,F,3,3,2,3,6,No,14,1,8,2,0,13,0,2,0,6
1826,55,Travel_Frequently,917,Human Resources,29,3,125,20000,16000,Manager,18,Other,1,71-7397917,2,M,1,3,1,2,0,No,12,1,37,4,35,12,9,16,1,5
1827,43,Travel_Frequently,1091,Research & Development,49,2,48,7680,6144,Healthcare Representative,12,Life Sciences,1,08-3218640,2,F,3,3,3,4,4,No,16,1,8,1,26,2,8,11,0,3
1828,51,Non-Travel,383,Sales,18,4,62,9920,7936,Laboratory Technician,16,Sales,1,50-4752073,2,F,2,3,3,1,4,No,24,3,9,4,17,6,10,1,1,4
1829,25,Travel_Rarely,619,Human Resources,4,1,36,5760,4608,Laboratory Technician,16,Technical Degree,1,71-8266226,4,F,4,3,2,2,6,No,17,1,25,4,32,9,14,7,1,5
1830,34,Travel_Frequently,705,Research & Development,14,3,95,15200,12160,Sales Executive,18,Other,1,00-4935016,2,M,3,3,4,1,6,No,10,1,19,4,30,18,3,8,1,5
1831,46,Travel_Frequently,355,Research & Development,20,2,53,8480,6784,Sales Executive,14,Sales,1,40-6812389,2,F,4,3,3,2,6,No,24,0,38,1,34,6,12,1,1,0
1832,28,Travel_Rarely,1000,Research & Development,3,2,44,7040,5632,Healthcare Representative,14,Life Sciences,1,15-8845305,2,M,4,3,3,2,2,No,14,0,8,3,27,17,9,7,1,5
1833,54,Non-Travel,251,Research & Development,18,2,102,16320,13056,Research Director,20,Life Sciences,1,10-3652898,2,F,3,3,2,3,0,No,19,1,32,3,2,7,5,1,0,6
1834,59,Travel_Rarely,267,Research & Development,30,5,59,9440,7552,Human Resources,16,Other,1,85-0262013,4,F,4,3,1,2,2,No,11,3,19,1,19,1,9,12,0,0
1835,18,Travel_Frequently,173,Human Resources,47,1,116,18560,14848,Laboratory Technician,14,Sales,1,16-5656622,2,F,2,3,2,1,3,No,20,0,21,1,7,15,14,2,0,4
1836,40,Non-Travel,1481,Sales,5,2,71,11360,9088,Manager,16,Sales,1,10-7333519,2,F,4,3,4,2,5,No,14,0,29,3,24,7,8,6,1,2
1837,19,Travel_Frequently,1396,Research & Development,29,5,99,15840,12672,Sales Executive,16,Technical Degree,1,36-1116613,3,M,1,3,4,2,3,No,12,2,9,3,29,2,2,4,0,6
1838,40,Non-Travel,1083,Human Resources,28,2,132,21120,16896,Manager,16,Sales,1,55-5201520,2,F,3,3,4,1,6,No,11,1,15,3,16,13,9,0,0,5
1839,51,Non-Travel,245,Sales,22,4,148,23680,18944,Manager,14,Sales,1,50-4351249,1,F,4,3,2,3,0,No,13,2,10,3,3,0,12,4,0,2
1840,20,Travel_Frequently,1311,Human Resources,45,5,51,8160,6528,Research Scientist,18,Life Sciences,1,18-0141876,2,F,4,3,1,1,4,No,18,3,27,1,20,12,6,7,0,1
1841,27,Non-Travel,891,Human Resources,27,4,42,6720,5376,Human Resources,12,Human Resources,1,50-5875686,1,M,1,3,2,4,1,No,14,3,9,1,27,0,12,16,0,2
1842,59,Non-Travel,855,Research & Development,22,5,40,6400,5120,Research Director,16,Human Resources,1,18-6443770,2,F,3,3,3,3,4,No,14,2,29,2,15,15,6,6,0,0
1843,25,Travel_Rarely,711,Sales,27,4,33,5280,4224,Laboratory Technician,16,Life Sciences,1,40-2506787,1,M,3,3,1,4,6,No,17,3,38,2,2,20,14,11,0,5
1844,54,Travel_Rarely,488,Research & Development,14,1,143,22880,18304,Healthcare Representative,12,Medical,1,32-7699287,2,F,2,3,2,2,8,No,20,1,20,1,23,18,8,2,1,5
1845,35,Travel_Rarely,428,Research & Development,30,1,136,21760,17408,Human Resources,12,Technical Degree,1,65-5636830,1,M,3,3,2,4,5,No,25,0,31,3,20,11,1,14,0,2
1846,36,Non-Travel,444,Research & Development,27,1,144,23040,18432,Sales Representative,16,Other,1,02-1374467,2,M,4,3,2,3,7,No,13,1,30,1,21,10,5,15,1,0
1847,45,Non-Travel,886,Sales,49,2,128,20480,16384,Manager,18,Technical Degree,1,23-0288527,4,F,4,3,3,1,4,No,18,1,9,4,3,18,11,14,0,5
1848,23,Travel_Frequently,1358,Research & Development,48,2,111,17760,14208,Manufacturing Director,16,Technical Degree,1,58-2143241,2,M,3,3,3,3,0,No,15,1,27,2,5,5,5,3,1,3
1849,43,Travel_Frequently,812,Research & Development,17,2,44,7040,5632,Laboratory Technician,18,Other,1,17-9450286,3,F,2,3,3,1,4,No,25,0,15,3,39,12,8,15,0,6
1850,46,Travel_Rarely,676,Sales,44,2,77,12320,9856,Manufacturing Director,16,Technical Degree,1,48-8477038,1,F,4,3,2,1,2,No,23,0,16,1,22,0,13,7,1,5
1851,24,Travel_Rarely,1459,Human Resources,10,3,51,8160,6528,Research Director,18,Life Sciences,1,77-8216064,2,M,3,3,4,1,4,No,17,2,36,3,17,16,12,6,0,3
1852,28,Non-Travel,389,Sales,31,5,140,22400,17920,Manager,14,Other,1,61-4284011,3,M,4,3,1,4,3,No,16,3,29,2,21,8,3,14,1,1
1853,39,Travel_Rarely,1313,Human Resources,7,2,47,7520,6016,Sales Representative,16,Other,1,51-8884654,2,F,2,3,4,4,0,No,21,0,14,2,1,8,11,17,1,2
1854,46,Travel_Rarely,1410,Human Resources,34,5,140,22400,17920,Manager,18,Technical Degree,1,02-2035139,3,M,4,3,1,1,1,No,23,2,13,2,19,9,3,2,0,4
1855,48,Travel_Frequently,865,Research & Development,13,1,44,7040,5632,Human Resources,14,Human Resources,1,29-1946807,2,M,1,3,3,3,0,No,23,1,37,4,30,7,12,16,0,1
1856,51,Travel_Frequently,527,Human Resources,31,3,140,22400,17920,Manufacturing Director,14,Sales,1,22-3909245,2,M,4,3,4,1,0,No,20,1,20,2,31,0,5,13,0,3
1857,48,Non-Travel,261,Sales,7,4,93,14880,11904,Laboratory Technician,16,Medical,1,00-6046377,1,F,1,3,2,3,1,No,22,2,33,1,31,1,2,16,1,3
1858,33,Travel_Frequently,334,Research & Development,15,4,72,11520,9216,Research Director,20,Medical,1,97-4264011,2,F,2,3,3,4,3,No,17,2,36,2,23,0,11,16,0,5
1859,51,Non-Travel,1331,Sales,13,3,62,9920,7936,Healthcare Representative,16,Medical,1,71-5339139,2,M,4,3,3,4,6,No,15,2,39,1,24,16,2,7,1,6
1860,56,Travel_Rarely,1068,Sales,22,1,67,10720,8576,Sales Representative,18,Life Sciences,1,52-6092752,2,F,3,3,2,3,7,No,22,0,26,4,30,20,8,10,0,3
1861,53,Travel_Rarely,1420,Human Resources,1,2,54,8640,6912,Healthcare Representative,12,Other,1,89-6105113,4,M,4,3,3,4,1,No,18,0,34,1,36,15,10,7,1,1
1862,41,Travel_Rarely,681,Research & Development,42,2,137,21920,17536,Manufacturing Director,16,Life Sciences,1,58-3636684,3,M,1,3,4,4,5,No,17,1,36,4,17,14,4,14,1,6
1863,59,Travel_Frequently,1452,Sales,18,4,94,15040,12032,Laboratory Technician,16,Sales,1,31-0264255,1,F,4,3,1,4,7,No,19,3,27,4,32,1,11,11,1,4
